date,home_team,away_team,home_score,away_score,stadium,total_yards,rush_attempts,pass_attempts,completions,first_downs,third_down_attempts,third_down_conv,fourth_down_attempts,fourth_down_conv,turnovers,penalty_yards
2021-09-26,CLE,CHI,26.0,6.0,FirstEnergy Stadium,465.0,55.0,65.0,25.0,31.0,28.0,9.0,4.0,1.0,1.0,142.0
2021-09-26,DET,BAL,17.0,19.0,Ford Field,672.0,49.0,68.0,38.0,37.0,20.0,4.0,1.0,1.0,2.0,104.0
2021-09-26,JAX,ARI,19.0,31.0,TIAA Bank Stadium,768.0,59.0,71.0,50.0,43.0,20.0,3.0,3.0,3.0,8.0,98.0
2021-09-26,KC,LAC,24.0,30.0,GEHA Field at Arrowhead Stadium,791.0,52.0,86.0,53.0,53.0,21.0,10.0,1.0,1.0,5.0,106.0
2021-09-26,NE,NO,13.0,28.0,Gillette Stadium,552.0,55.0,77.0,43.0,35.0,32.0,13.0,3.0,2.0,3.0,45.0
2021-09-26,NYG,ATL,14.0,17.0,MetLife Stadium,644.0,48.0,76.0,51.0,38.0,27.0,12.0,0.0,0.0,4.0,81.0
2021-09-26,PIT,CIN,10.0,24.0,Heinz Field,610.0,39.0,80.0,52.0,32.0,28.0,12.0,2.0,0.0,4.0,162.0
2021-09-26,TEN,IND,25.0,16.0,Nissan Stadium,635.0,56.0,67.0,37.0,43.0,24.0,9.0,3.0,3.0,4.0,90.0
2021-09-26,DEN,NYJ,26.0,0.0,Empower Field at Mile High,505.0,50.0,67.0,38.0,32.0,24.0,8.0,2.0,0.0,3.0,140.0
2021-09-26,LV,MIA,31.0,28.0,Allegiant Stadium,829.0,62.0,98.0,58.0,48.0,33.0,14.0,5.0,3.0,5.0,172.0
2021-09-26,LA,TB,34.0,24.0,SoFi Stadium,853.0,37.0,97.0,68.0,49.0,28.0,16.0,2.0,1.0,3.0,45.0
2021-09-26,MIN,SEA,30.0,17.0,U.S. Bank Stadium,842.0,52.0,73.0,53.0,49.0,22.0,12.0,1.0,0.0,1.0,75.0
2021-09-26,SF,GB,28.0,30.0,Levi's Stadium,651.0,46.0,78.0,48.0,47.0,22.0,12.0,1.0,0.0,4.0,173.0
2021-09-27,DAL,PHI,41.0,21.0,AT&T Stadium,747.0,53.0,71.0,46.0,37.0,24.0,10.0,4.0,1.0,4.0,123.0
2021-09-30,CIN,JAX,24.0,21.0,Paul Brown Stadium,761.0,52.0,58.0,42.0,42.0,21.0,11.0,2.0,1.0,1.0,48.0
2021-10-03,ATL,WAS,30.0,34.0,Mercedes-Benz Stadium,786.0,57.0,79.0,48.0,49.0,25.0,14.0,2.0,1.0,1.0,121.0
2021-10-03,BUF,HOU,40.0,0.0,New Era Field,559.0,58.0,56.0,32.0,31.0,21.0,6.0,4.0,2.0,10.0,130.0
2021-10-03,CHI,DET,24.0,14.0,Soldier Field,724.0,64.0,60.0,35.0,43.0,19.0,5.0,4.0,2.0,5.0,87.0
2021-10-03,DAL,CAR,36.0,28.0,AT&T Stadium,812.0,58.0,68.0,40.0,48.0,22.0,7.0,4.0,4.0,3.0,82.0
2021-10-03,MIA,IND,17.0,27.0,Hard Rock Stadium,552.0,49.0,67.0,44.0,33.0,26.0,9.0,3.0,3.0,4.0,118.0
2021-10-03,MIN,CLE,7.0,14.0,U.S. Bank Stadium,584.0,61.0,77.0,35.0,36.0,34.0,12.0,4.0,1.0,1.0,115.0
2021-10-03,NO,NYG,21.0,27.0,Mercedes-Benz Superdome,892.0,60.0,66.0,47.0,42.0,24.0,12.0,1.0,0.0,4.0,60.0
2021-10-03,NYJ,TEN,27.0,24.0,MetLife Stadium,787.0,62.0,92.0,51.0,46.0,33.0,11.0,3.0,2.0,5.0,163.0
2021-10-03,PHI,KC,30.0,42.0,Lincoln Financial Field,932.0,51.0,82.0,56.0,61.0,22.0,15.0,2.0,1.0,4.0,95.0
2021-10-03,LA,ARI,20.0,37.0,SoFi Stadium,866.0,63.0,76.0,50.0,51.0,24.0,14.0,1.0,0.0,3.0,99.0
2021-10-03,SF,SEA,21.0,28.0,Levi's Stadium,693.0,58.0,69.0,39.0,37.0,24.0,4.0,4.0,3.0,5.0,105.0
2021-10-03,DEN,BAL,7.0,23.0,Empower Field at Mile High,660.0,47.0,82.0,41.0,35.0,31.0,10.0,0.0,0.0,1.0,80.0
2021-10-03,GB,PIT,27.0,17.0,Lambeau Field,649.0,49.0,81.0,46.0,39.0,26.0,13.0,3.0,0.0,3.0,59.0
2021-10-03,NE,TB,17.0,19.0,Gillette Stadium,675.0,38.0,90.0,55.0,42.0,28.0,11.0,0.0,0.0,2.0,151.0
2021-10-04,LAC,LV,28.0,14.0,SoFi Stadium,593.0,52.0,79.0,46.0,37.0,26.0,8.0,6.0,3.0,3.0,163.0
2021-10-07,SEA,LA,17.0,26.0,Lumen Field,830.0,54.0,73.0,46.0,46.0,20.0,6.0,2.0,1.0,4.0,105.0
2021-10-10,ATL,NYJ,27.0,20.0,Tottenham Stadium,682.0,47.0,81.0,52.0,44.0,24.0,14.0,1.0,1.0,5.0,124.0
2021-10-10,CAR,PHI,18.0,21.0,Bank of America Stadium,542.0,52.0,80.0,43.0,32.0,28.0,9.0,1.0,0.0,6.0,129.0
2021-10-10,CIN,GB,22.0,25.0,Paul Brown Stadium,835.0,46.0,83.0,53.0,39.0,25.0,9.0,2.0,2.0,3.0,31.0
2021-10-10,HOU,NE,22.0,25.0,NRG Stadium,712.0,54.0,63.0,44.0,34.0,25.0,12.0,3.0,3.0,3.0,97.0
2021-10-10,JAX,TEN,19.0,37.0,TIAA Bank Stadium,822.0,67.0,61.0,37.0,47.0,21.0,8.0,4.0,2.0,2.0,77.0
2021-10-10,MIN,DET,19.0,17.0,U.S. Bank Stadium,674.0,52.0,76.0,46.0,40.0,24.0,8.0,1.0,0.0,4.0,104.0
2021-10-10,PIT,DEN,27.0,19.0,Heinz Field,765.0,53.0,67.0,39.0,36.0,24.0,9.0,4.0,3.0,2.0,126.0
2021-10-10,TB,MIA,45.0,17.0,Raymond James Stadium,859.0,34.0,88.0,60.0,50.0,18.0,10.0,0.0,0.0,2.0,84.0
2021-10-10,WAS,NO,22.0,33.0,FedExField,742.0,56.0,76.0,35.0,44.0,27.0,9.0,4.0,2.0,4.0,82.0
2021-10-10,LAC,CLE,47.0,42.0,SoFi Stadium,1028.0,59.0,80.0,49.0,50.0,25.0,10.0,6.0,4.0,3.0,126.0
2021-10-10,LV,CHI,9.0,20.0,Allegiant Stadium,511.0,59.0,62.0,35.0,35.0,27.0,11.0,3.0,1.0,2.0,152.0
2021-10-10,ARI,SF,17.0,10.0,State Farm Stadium,642.0,55.0,64.0,37.0,37.0,21.0,6.0,5.0,1.0,5.0,122.0
2021-10-10,DAL,NYG,44.0,20.0,AT&T Stadium,882.0,64.0,74.0,44.0,46.0,27.0,12.0,5.0,3.0,6.0,106.0
2021-10-10,KC,BUF,20.0,38.0,GEHA Field at Arrowhead Stadium,828.0,51.0,82.0,48.0,49.0,23.0,10.0,1.0,0.0,4.0,158.0
2021-10-11,BAL,IND,31.0,25.0,M&T Bank Stadium,1040.0,52.0,85.0,62.0,59.0,18.0,8.0,1.0,1.0,2.0,119.0
2021-10-14,PHI,TB,22.0,28.0,Lincoln Financial Field,614.0,50.0,71.0,46.0,43.0,23.0,10.0,2.0,1.0,2.0,161.0
2021-10-17,JAX,MIA,23.0,20.0,Tottenham Stadium,827.0,39.0,91.0,59.0,43.0,29.0,12.0,5.0,3.0,3.0,109.0
2021-10-17,BAL,LAC,34.0,6.0,M&T Bank Stadium,535.0,50.0,71.0,41.0,40.0,23.0,9.0,4.0,1.0,5.0,50.0
2021-10-17,CAR,MIN,28.0,34.0,Bank of America Stadium,879.0,60.0,95.0,50.0,46.0,28.0,9.0,2.0,2.0,7.0,126.0
2021-10-17,CHI,GB,14.0,24.0,Soldier Field,600.0,57.0,57.0,33.0,43.0,19.0,6.0,3.0,2.0,2.0,105.0
2021-10-17,DET,CIN,11.0,34.0,Ford Field,628.0,54.0,76.0,48.0,35.0,29.0,13.0,4.0,3.0,3.0,108.0
2021-10-17,IND,HOU,31.0,3.0,Lucas Oil Stadium,741.0,55.0,67.0,40.0,34.0,27.0,12.0,3.0,2.0,3.0,35.0
2021-10-17,NYG,LA,11.0,38.0,MetLife Stadium,628.0,52.0,88.0,51.0,43.0,26.0,6.0,6.0,4.0,8.0,77.0
2021-10-17,WAS,KC,13.0,31.0,FedExField,775.0,47.0,89.0,56.0,44.0,31.0,18.0,2.0,1.0,6.0,91.0
2021-10-17,CLE,ARI,14.0,37.0,FirstEnergy Stadium,642.0,56.0,68.0,40.0,39.0,25.0,11.0,5.0,2.0,7.0,133.0
2021-10-17,DEN,LV,24.0,34.0,Empower Field at Mile High,847.0,46.0,83.0,53.0,41.0,25.0,9.0,3.0,1.0,5.0,107.0
2021-10-17,NE,DAL,29.0,35.0,Gillette Stadium,904.0,58.0,76.0,51.0,49.0,22.0,6.0,4.0,2.0,5.0,162.0
2021-10-17,PIT,SEA,23.0,20.0,Heinz Field,654.0,57.0,78.0,52.0,40.0,26.0,8.0,0.0,0.0,4.0,83.0
2021-10-18,TEN,BUF,34.0,31.0,Nissan Stadium,781.0,45.0,80.0,53.0,44.0,23.0,11.0,2.0,1.0,3.0,151.0
2021-10-21,CLE,DEN,17.0,14.0,FirstEnergy Stadium,599.0,47.0,69.0,44.0,38.0,26.0,14.0,2.0,2.0,1.0,75.0
2021-10-24,BAL,CIN,17.0,41.0,M&T Bank Stadium,913.0,48.0,86.0,43.0,39.0,29.0,9.0,6.0,2.0,3.0,51.0
2021-10-24,GB,WAS,24.0,10.0,Lambeau Field,734.0,44.0,79.0,52.0,44.0,23.0,10.0,5.0,2.0,7.0,86.0
2021-10-24,MIA,ATL,28.0,30.0,Hard Rock Stadium,810.0,51.0,82.0,57.0,48.0,24.0,13.0,0.0,0.0,4.0,73.0
2021-10-24,NE,NYJ,54.0,13.0,Gillette Stadium,850.0,50.0,86.0,54.0,49.0,25.0,14.0,3.0,1.0,3.0,124.0
2021-10-24,NYG,CAR,25.0,3.0,MetLife Stadium,475.0,48.0,81.0,43.0,32.0,31.0,9.0,5.0,2.0,2.0,97.0
2021-10-24,TEN,KC,27.0,3.0,Nissan Stadium,703.0,48.0,84.0,53.0,46.0,23.0,12.0,3.0,2.0,5.0,108.0
2021-10-24,LA,DET,28.0,19.0,SoFi Stadium,791.0,47.0,82.0,51.0,41.0,28.0,15.0,4.0,2.0,2.0,112.0
2021-10-24,LV,PHI,33.0,22.0,Allegiant Stadium,802.0,61.0,71.0,49.0,45.0,22.0,9.0,4.0,3.0,4.0,102.0
2021-10-24,ARI,HOU,31.0,5.0,State Farm Stadium,557.0,52.0,66.0,43.0,32.0,25.0,8.0,3.0,1.0,3.0,134.0
2021-10-24,TB,CHI,38.0,3.0,Raymond James Stadium,719.0,60.0,75.0,44.0,45.0,23.0,6.0,3.0,1.0,8.0,42.0
2021-10-24,SF,IND,18.0,30.0,Levi's Stadium,575.0,57.0,58.0,33.0,30.0,25.0,7.0,1.0,1.0,9.0,167.0
2021-10-25,SEA,NO,10.0,13.0,Lumen Field,523.0,59.0,64.0,31.0,34.0,25.0,5.0,3.0,2.0,2.0,143.0
2021-10-28,ARI,GB,21.0,24.0,State Farm Stadium,669.0,54.0,73.0,44.0,46.0,24.0,10.0,6.0,4.0,6.0,119.0
2021-10-31,ATL,CAR,13.0,19.0,Mercedes-Benz Stadium,545.0,67.0,55.0,33.0,37.0,27.0,13.0,1.0,1.0,4.0,91.0
2021-10-31,BUF,MIA,26.0,11.0,New Era Field,615.0,47.0,85.0,50.0,40.0,27.0,10.0,2.0,1.0,4.0,138.0
2021-10-31,CHI,SF,22.0,33.0,Soldier Field,793.0,62.0,60.0,36.0,43.0,25.0,12.0,2.0,2.0,4.0,85.0
2021-10-31,CLE,PIT,10.0,15.0,FirstEnergy Stadium,676.0,55.0,74.0,42.0,39.0,23.0,7.0,6.0,2.0,2.0,95.0
2021-10-31,DET,PHI,6.0,44.0,Ford Field,578.0,64.0,57.0,36.0,42.0,24.0,10.0,5.0,2.0,3.0,65.0
2021-10-31,HOU,LA,22.0,38.0,NRG Stadium,792.0,46.0,79.0,51.0,44.0,23.0,8.0,1.0,0.0,3.0,58.0
2021-10-31,IND,TEN,31.0,34.0,Lucas Oil Stadium,647.0,51.0,89.0,50.0,42.0,33.0,15.0,5.0,4.0,7.0,236.0
2021-10-31,NYJ,CIN,34.0,31.0,MetLife Stadium,831.0,43.0,91.0,61.0,50.0,21.0,10.0,1.0,0.0,5.0,97.0
2021-10-31,LAC,NE,24.0,27.0,SoFi Stadium,723.0,59.0,75.0,36.0,37.0,31.0,13.0,2.0,1.0,3.0,70.0
2021-10-31,SEA,JAX,31.0,7.0,Lumen Field,538.0,44.0,82.0,52.0,36.0,24.0,8.0,5.0,2.0,1.0,133.0
2021-10-31,DEN,WAS,17.0,10.0,Empower Field at Mile High,615.0,45.0,74.0,43.0,38.0,27.0,12.0,5.0,1.0,5.0,64.0
2021-10-31,NO,TB,36.0,27.0,Mercedes-Benz Superdome,782.0,47.0,84.0,50.0,42.0,27.0,13.0,4.0,2.0,4.0,109.0
2021-10-31,MIN,DAL,16.0,20.0,U.S. Bank Stadium,697.0,48.0,81.0,48.0,40.0,27.0,8.0,2.0,1.0,4.0,153.0
2021-11-01,KC,NYG,20.0,17.0,GEHA Field at Arrowhead Stadium,668.0,47.0,86.0,52.0,46.0,24.0,9.0,2.0,1.0,6.0,191.0
2021-11-04,IND,NYJ,45.0,30.0,Lucas Oil Stadium,1018.0,52.0,85.0,56.0,57.0,24.0,13.0,3.0,2.0,4.0,65.0
2021-11-07,BAL,MIN,34.0,31.0,M&T Bank Stadium,818.0,69.0,72.0,44.0,48.0,29.0,11.0,5.0,5.0,2.0,168.0
2021-11-07,CAR,NE,6.0,24.0,Bank of America Stadium,513.0,62.0,54.0,28.0,30.0,25.0,9.0,2.0,1.0,9.0,118.0
2021-11-07,CIN,CLE,16.0,41.0,Paul Brown Stadium,709.0,47.0,70.0,43.0,38.0,20.0,6.0,2.0,0.0,8.0,115.0
2021-11-07,DAL,DEN,16.0,30.0,AT&T Stadium,703.0,59.0,74.0,38.0,37.0,28.0,13.0,4.0,0.0,3.0,75.0
2021-11-07,JAX,BUF,9.0,6.0,TIAA Bank Stadium,519.0,41.0,81.0,48.0,32.0,28.0,8.0,3.0,2.0,5.0,172.0
2021-11-07,MIA,HOU,17.0,9.0,Hard Rock Stadium,534.0,43.0,96.0,50.0,36.0,33.0,15.0,1.0,1.0,9.0,73.0
2021-11-07,NO,ATL,25.0,27.0,Mercedes-Benz Superdome,742.0,51.0,77.0,50.0,43.0,23.0,8.0,2.0,0.0,3.0,150.0
2021-11-07,NYG,LV,23.0,16.0,MetLife Stadium,650.0,51.0,70.0,45.0,40.0,24.0,10.0,1.0,1.0,5.0,100.0
2021-11-07,PHI,LAC,24.0,27.0,Lincoln Financial Field,778.0,66.0,57.0,43.0,47.0,22.0,13.0,4.0,2.0,1.0,55.0
2021-11-07,KC,GB,13.0,7.0,GEHA Field at Arrowhead Stadium,538.0,50.0,73.0,39.0,33.0,26.0,7.0,5.0,3.0,5.0,52.0
2021-11-07,SF,ARI,17.0,31.0,Levi's Stadium,774.0,50.0,74.0,51.0,43.0,25.0,11.0,2.0,1.0,4.0,109.0
2021-11-07,LA,TEN,16.0,28.0,SoFi Stadium,541.0,47.0,83.0,50.0,38.0,27.0,8.0,5.0,4.0,3.0,134.0
2021-11-08,PIT,CHI,29.0,27.0,Heinz Field,694.0,58.0,66.0,38.0,40.0,29.0,10.0,2.0,2.0,3.0,145.0
2021-11-11,MIA,BAL,22.0,10.0,Hard Rock Stadium,654.0,45.0,88.0,45.0,39.0,27.0,5.0,0.0,0.0,5.0,117.0
2021-11-14,DAL,ATL,43.0,3.0,AT&T Stadium,647.0,62.0,64.0,38.0,33.0,25.0,7.0,5.0,3.0,5.0,121.0
2021-11-14,IND,JAX,23.0,17.0,Lucas Oil Stadium,628.0,51.0,74.0,38.0,29.0,30.0,9.0,0.0,0.0,2.0,126.0
2021-11-14,NE,CLE,45.0,7.0,Gillette Stadium,669.0,54.0,66.0,41.0,47.0,20.0,8.0,4.0,2.0,3.0,88.0
2021-11-14,NYJ,BUF,17.0,45.0,MetLife Stadium,855.0,46.0,78.0,48.0,48.0,20.0,7.0,2.0,1.0,8.0,119.0
2021-11-14,PIT,DET,16.0,16.0,Heinz Field,693.0,70.0,79.0,44.0,39.0,35.0,11.0,2.0,2.0,4.0,143.0
2021-11-14,TEN,NO,23.0,21.0,Nissan Stadium,637.0,50.0,70.0,40.0,38.0,24.0,8.0,0.0,0.0,2.0,114.0
2021-11-14,WAS,TB,29.0,19.0,FedExField,593.0,48.0,71.0,49.0,36.0,29.0,15.0,4.0,4.0,3.0,76.0
2021-11-14,ARI,CAR,10.0,34.0,State Farm Stadium,512.0,57.0,67.0,42.0,34.0,28.0,11.0,3.0,0.0,6.0,173.0
2021-11-14,LAC,MIN,20.0,27.0,SoFi Stadium,634.0,52.0,75.0,45.0,44.0,26.0,10.0,2.0,2.0,2.0,170.0
2021-11-14,DEN,PHI,13.0,30.0,Empower Field at Mile High,694.0,57.0,62.0,38.0,38.0,24.0,7.0,2.0,0.0,5.0,118.0
2021-11-14,GB,SEA,17.0,0.0,Lambeau Field,601.0,48.0,81.0,43.0,37.0,29.0,14.0,2.0,0.0,4.0,82.0
2021-11-14,LV,KC,14.0,41.0,Allegiant Stadium,815.0,39.0,88.0,61.0,44.0,24.0,10.0,5.0,4.0,4.0,102.0
2021-11-15,SF,LA,31.0,10.0,Levi's Stadium,613.0,54.0,64.0,42.0,36.0,24.0,11.0,4.0,1.0,2.0,88.0
2021-11-18,ATL,NE,0.0,25.0,Mercedes-Benz Stadium,473.0,46.0,65.0,42.0,31.0,23.0,6.0,2.0,1.0,5.0,131.0
2021-11-21,BUF,IND,15.0,41.0,New Era Field,683.0,60.0,61.0,35.0,44.0,22.0,13.0,1.0,0.0,6.0,86.0
2021-11-21,CAR,WAS,21.0,27.0,Bank of America Stadium,666.0,61.0,53.0,37.0,38.0,22.0,8.0,5.0,3.0,4.0,134.0
2021-11-21,CHI,BAL,13.0,16.0,Soldier Field,652.0,54.0,80.0,41.0,37.0,27.0,9.0,4.0,3.0,3.0,94.0
2021-11-21,CLE,DET,13.0,10.0,FirstEnergy Stadium,594.0,59.0,53.0,30.0,34.0,24.0,8.0,0.0,0.0,5.0,149.0
2021-11-21,JAX,SF,10.0,30.0,TIAA Bank Stadium,533.0,58.0,52.0,32.0,39.0,23.0,11.0,2.0,2.0,3.0,68.0
2021-11-21,MIN,GB,34.0,31.0,U.S. Bank Stadium,877.0,49.0,72.0,47.0,46.0,24.0,16.0,0.0,0.0,3.0,117.0
2021-11-21,NYJ,MIA,17.0,24.0,MetLife Stadium,768.0,51.0,75.0,51.0,38.0,28.0,15.0,1.0,1.0,2.0,110.0
2021-11-21,PHI,NO,40.0,29.0,Lincoln Financial Field,703.0,72.0,68.0,35.0,39.0,34.0,18.0,0.0,0.0,5.0,74.0
2021-11-21,TEN,HOU,13.0,22.0,Nissan Stadium,610.0,63.0,78.0,49.0,40.0,32.0,12.0,5.0,3.0,9.0,102.0
2021-11-21,LV,CIN,13.0,32.0,Allegiant Stadium,566.0,56.0,61.0,39.0,36.0,23.0,9.0,0.0,0.0,6.0,82.0
2021-11-21,KC,DAL,19.0,9.0,GEHA Field at Arrowhead Stadium,646.0,42.0,88.0,51.0,38.0,27.0,9.0,0.0,0.0,6.0,99.0
2021-11-21,SEA,ARI,13.0,23.0,Lumen Field,679.0,52.0,76.0,49.0,44.0,24.0,9.0,2.0,1.0,6.0,49.0
2021-11-21,LAC,PIT,41.0,37.0,SoFi Stadium,833.0,44.0,90.0,58.0,53.0,27.0,15.0,3.0,0.0,2.0,113.0
2021-11-22,TB,NYG,30.0,10.0,Raymond James Stadium,617.0,40.0,90.0,55.0,43.0,22.0,7.0,4.0,2.0,4.0,69.0
2021-11-25,DET,CHI,14.0,16.0,Ford Field,617.0,48.0,66.0,45.0,34.0,23.0,9.0,0.0,0.0,5.0,117.0
2021-11-25,DAL,LV,33.0,36.0,AT&T Stadium,948.0,56.0,91.0,56.0,49.0,26.0,6.0,0.0,0.0,1.0,276.0
2021-11-25,NO,BUF,6.0,31.0,Mercedes-Benz Superdome,551.0,57.0,63.0,40.0,32.0,27.0,13.0,4.0,2.0,4.0,59.0
2021-11-28,CIN,PIT,41.0,10.0,Paul Brown Stadium,671.0,53.0,71.0,44.0,41.0,24.0,12.0,1.0,1.0,5.0,48.0
2021-11-28,HOU,NYJ,14.0,21.0,NRG Stadium,470.0,59.0,59.0,31.0,31.0,27.0,8.0,4.0,3.0,4.0,72.0
2021-11-28,IND,TB,31.0,38.0,Lucas Oil Stadium,751.0,47.0,83.0,52.0,52.0,19.0,7.0,2.0,2.0,7.0,110.0
2021-11-28,JAX,ATL,14.0,21.0,TIAA Bank Stadium,691.0,57.0,74.0,42.0,41.0,28.0,14.0,2.0,0.0,5.0,69.0
2021-11-28,MIA,CAR,33.0,10.0,Hard Rock Stadium,513.0,57.0,69.0,37.0,32.0,28.0,10.0,5.0,4.0,7.0,96.0
2021-11-28,NE,TEN,36.0,13.0,Gillette Stadium,749.0,63.0,57.0,34.0,41.0,21.0,9.0,3.0,1.0,5.0,85.0
2021-11-28,NYG,PHI,13.0,7.0,MetLife Stadium,596.0,60.0,63.0,33.0,36.0,23.0,7.0,3.0,1.0,5.0,41.0
2021-11-28,DEN,LAC,28.0,13.0,Empower Field at Mile High,659.0,50.0,74.0,43.0,42.0,25.0,15.0,2.0,1.0,4.0,110.0
2021-11-28,GB,LA,36.0,28.0,Lambeau Field,754.0,52.0,89.0,49.0,36.0,32.0,11.0,3.0,2.0,5.0,62.0
2021-11-28,SF,MIN,34.0,26.0,Levi's Stadium,746.0,57.0,63.0,38.0,40.0,20.0,7.0,3.0,1.0,4.0,95.0
2021-11-28,BAL,CLE,16.0,10.0,M&T Bank Stadium,565.0,60.0,74.0,38.0,36.0,28.0,11.0,2.0,1.0,6.0,99.0
2021-11-29,WAS,SEA,17.0,15.0,FedExField,640.0,56.0,70.0,47.0,36.0,25.0,9.0,2.0,1.0,3.0,89.0
2021-12-02,NO,DAL,17.0,27.0,Mercedes-Benz Superdome,782.0,50.0,84.0,45.0,34.0,27.0,7.0,2.0,1.0,6.0,94.0
2021-12-05,ATL,TB,17.0,30.0,Mercedes-Benz Stadium,805.0,40.0,97.0,68.0,46.0,30.0,17.0,1.0,1.0,6.0,54.0
2021-12-05,CHI,ARI,22.0,33.0,Soldier Field,588.0,62.0,62.0,37.0,40.0,26.0,11.0,6.0,5.0,8.0,108.0
2021-12-05,CIN,LAC,22.0,41.0,Paul Brown Stadium,721.0,48.0,86.0,50.0,38.0,25.0,10.0,2.0,1.0,7.0,114.0
2021-12-05,DET,MIN,29.0,27.0,Ford Field,798.0,56.0,89.0,55.0,48.0,24.0,8.0,4.0,1.0,4.0,77.0
2021-12-05,HOU,IND,0.0,31.0,NRG Stadium,530.0,67.0,54.0,27.0,35.0,25.0,10.0,4.0,1.0,3.0,50.0
2021-12-05,MIA,NYG,20.0,9.0,Hard Rock Stadium,547.0,42.0,90.0,53.0,35.0,31.0,12.0,1.0,1.0,1.0,38.0
2021-12-05,NYJ,PHI,18.0,33.0,MetLife Stadium,699.0,58.0,68.0,43.0,47.0,22.0,9.0,4.0,3.0,4.0,86.0
2021-12-05,LA,JAX,37.0,7.0,SoFi Stadium,615.0,52.0,69.0,42.0,37.0,24.0,10.0,3.0,2.0,4.0,86.0
2021-12-05,LV,WAS,15.0,17.0,Allegiant Stadium,608.0,46.0,72.0,51.0,44.0,21.0,9.0,0.0,0.0,1.0,101.0
2021-12-05,PIT,BAL,20.0,19.0,Heinz Field,649.0,50.0,78.0,44.0,39.0,28.0,13.0,0.0,0.0,2.0,136.0
2021-12-05,SEA,SF,30.0,23.0,Lumen Field,692.0,52.0,72.0,50.0,38.0,25.0,8.0,4.0,3.0,8.0,126.0
2021-12-05,KC,DEN,22.0,9.0,GEHA Field at Arrowhead Stadium,671.0,55.0,72.0,37.0,37.0,26.0,9.0,6.0,3.0,5.0,97.0
2021-12-06,BUF,NE,10.0,14.0,New Era Field,473.0,72.0,35.0,17.0,26.0,25.0,6.0,3.0,1.0,3.0,67.0
2021-12-09,MIN,PIT,36.0,28.0,U.S. Bank Stadium,835.0,60.0,78.0,42.0,43.0,27.0,9.0,3.0,3.0,4.0,187.0
2021-12-12,CAR,ATL,21.0,29.0,Bank of America Stadium,652.0,62.0,65.0,40.0,41.0,25.0,11.0,5.0,3.0,6.0,105.0
2021-12-12,CLE,BAL,24.0,22.0,FirstEnergy Stadium,679.0,52.0,79.0,53.0,41.0,25.0,7.0,4.0,3.0,5.0,171.0
2021-12-12,HOU,SEA,13.0,33.0,NRG Stadium,835.0,54.0,80.0,50.0,45.0,26.0,10.0,2.0,0.0,1.0,121.0
2021-12-12,KC,LV,48.0,9.0,GEHA Field at Arrowhead Stadium,662.0,42.0,76.0,53.0,39.0,24.0,13.0,1.0,1.0,6.0,148.0
2021-12-12,NYJ,NO,9.0,30.0,MetLife Stadium,600.0,61.0,69.0,34.0,34.0,29.0,9.0,4.0,2.0,2.0,87.0
2021-12-12,TEN,JAX,20.0,0.0,Nissan Stadium,455.0,42.0,78.0,44.0,29.0,28.0,11.0,2.0,1.0,5.0,94.0
2021-12-12,WAS,DAL,20.0,27.0,FedExField,551.0,60.0,83.0,37.0,33.0,32.0,10.0,2.0,1.0,8.0,125.0
2021-12-12,DEN,DET,38.0,10.0,Empower Field at Mile High,674.0,60.0,67.0,42.0,41.0,26.0,13.0,6.0,4.0,2.0,71.0
2021-12-12,LAC,NYG,37.0,21.0,SoFi Stadium,741.0,64.0,73.0,40.0,46.0,27.0,14.0,2.0,0.0,2.0,59.0
2021-12-12,CIN,SF,23.0,26.0,Paul Brown Stadium,752.0,49.0,85.0,52.0,43.0,28.0,9.0,1.0,1.0,6.0,59.0
2021-12-12,TB,BUF,33.0,27.0,Raymond James Stadium,954.0,48.0,105.0,67.0,53.0,29.0,10.0,4.0,2.0,2.0,89.0
2021-12-12,GB,CHI,45.0,30.0,Lambeau Field,786.0,47.0,75.0,47.0,42.0,23.0,9.0,2.0,1.0,5.0,71.0
2021-12-13,ARI,LA,23.0,30.0,State Farm Stadium,803.0,43.0,86.0,55.0,40.0,27.0,14.0,4.0,2.0,4.0,94.0
2021-12-16,LAC,KC,28.0,34.0,SoFi Stadium,926.0,59.0,88.0,53.0,54.0,25.0,13.0,6.0,2.0,4.0,96.0
2021-12-18,IND,NE,27.0,17.0,Lucas Oil Stadium,640.0,58.0,59.0,31.0,34.0,25.0,8.0,6.0,4.0,5.0,63.0
2021-12-19,BUF,CAR,31.0,14.0,New Era Field,589.0,57.0,81.0,37.0,40.0,31.0,13.0,6.0,2.0,5.0,122.0
2021-12-19,DET,ARI,30.0,12.0,Ford Field,736.0,55.0,81.0,50.0,43.0,28.0,13.0,4.0,2.0,3.0,132.0
2021-12-19,JAX,HOU,16.0,30.0,TIAA Bank Stadium,577.0,51.0,72.0,41.0,34.0,32.0,13.0,3.0,2.0,1.0,105.0
2021-12-19,MIA,NYJ,31.0,24.0,Hard Rock Stadium,607.0,66.0,58.0,29.0,39.0,23.0,8.0,4.0,2.0,5.0,77.0
2021-12-19,NYG,DAL,6.0,21.0,MetLife Stadium,630.0,54.0,77.0,47.0,37.0,28.0,14.0,3.0,1.0,7.0,79.0
2021-12-19,PIT,TEN,19.0,13.0,Heinz Field,486.0,59.0,64.0,39.0,33.0,29.0,10.0,2.0,1.0,6.0,98.0
